Economy,Economy_Code,Year,Adult_Population_15+,Region,Country_Income_group,gap_of_Account,gap of Bank or similar financial institution account (%),gap_of_Debit,gap_of_Credit,LFPR_Gap,Women_Marriage_Rate,Enroll_Female_Secondary,logGDP,WBL_Index
Serbia,SRB,2011,6237019,Europe & Central Asia (excluding high income),Upper middle income,-0.002105894,-0.002105894,-0.029431812,-0.011014275,17.122,59.94,94.82212067,24.66000289,96.875
Serbia,SRB,2014,6141282,Europe & Central Asia (excluding high income),Upper middle income,0.002612464,0.002612464,0.016256129,-0.011306199,16.79,58.79,95.40973663,24.6174165,96.875
Serbia,SRB,2017,6046629,Europe & Central Asia (excluding high income),Upper middle income,0.027492242,0.027492242,0.076402866,0.020363445,15.877,57.37,95.87869263,24.55131651,93.75
Serbia,SRB,2021,5915242,Europe & Central Asia (excluding high income),Upper middle income,-0.008362192,-0.008362192,0.132743467,0.01463494,15.437,54.88,93.2046814,24.91534014,93.75
Serbia,SRB,2024,5672737,Europe & Central Asia (excluding high income),Upper middle income,0.045928737,0.045928737,0.052339365,0.020355966,15.498,,,25.21284004,93.75
Sierra Leone,SLE,2011,3534329,Sub-Saharan Africa (excluding high income),Low income,0.052452578,0.052452578,,,1.02,68.08,34.76924896,22.3046402,63.125
Sierra Leone,SLE,2014,3858836,Sub-Saharan Africa (excluding high income),Low income,0.064319838,0.064389446,,,1.303,65.51,,22.76268439,63.125
Sierra Leone,SLE,2017,4219730,Sub-Saharan Africa (excluding high income),Low income,0.0941293,0.054703542,,,4.11,63.01,41.10116959,22.472439,63.125
Sierra Leone,SLE,2021,4762478,Sub-Saharan Africa (excluding high income),Low income,0.085912063,0.069058967,,,4.225,60.14,74.41432953,22.69364267,69.375
Sierra Leone,SLE,2024,5200533,Sub-Saharan Africa (excluding high income),Low income,0.055443116,0.037435484,,,4.645,,,22.7445277,92.5
Singapore,SGP,2011,4359214,High income,High income,0.000205494,0.000205494,0.0152252,0.001721879,18.406,49.65,,26.35447762,71.25
Singapore,SGP,2014,4691514,High income,High income,0.00571698,0.00571698,0.015440492,0.017898751,16.656,47.33,,26.47583848,71.25
Singapore,SGP,2017,4905185,High income,High income,0.033697379,0.031221825,0.00391499,0.001259754,15.716,45.2,106.8883946,26.56390749,82.5
Singapore,SGP,2021,4993587,High income,High income,0.013954052,0.006511812,0.013709853,0.054257306,12.133,43.49,102.8204838,26.80319903,82.5
Singapore,SGP,2024,5220107,High income,High income,0.007150849,0.004150252,-0.006763379,,14.437,,,27.02771464,82.5
Slovak Republic,SVK,2011,4557830,High income,High income,0.014131588,0.014131588,0.025408437,0.023693321,17.936,,95.29025269,25.32548271,91.25
Slovak Republic,SVK,2014,4582684,High income,High income,-0.056871305,-0.056871305,-0.075813208,-0.002890776,16.115,,93.43955994,25.34823865,94.375
Slovak Republic,SVK,2017,4594115,High income,High income,0.021860325,0.021860325,-0.001685363,-0.01251906,15.032,,91.94107056,25.2873862,94.375
Slovak Republic,SVK,2021,4593346,High income,High income,0.033454939,0.033454939,0.026437743,0.056536797,11.536,,91.80198669,25.51905638,85
Slovak Republic,SVK,2024,4563499,High income,High income,0.023136341,0.023136341,0.033639538,,11.217,,,25.67909289,87.5
Slovenia,SVN,2011,1758964,High income,High income,-0.020478015,-0.020478015,-0.011067806,0.017014887,11.81,52.05,97.91056061,24.65898964,90.625
Slovenia,SVN,2014,1759867,High income,High income,0.005495241,0.005495241,0.037973186,0.021977904,10.809,50.99,110.2490921,24.62553071,90.625
Slovenia,SVN,2017,1756994,High income,High income,0.012159138,0.012159138,0.034270803,0.050324798,10.154,49.61,115.7749786,24.59765343,90.625
Slovenia,SVN,2021,1784150,High income,High income,0.018467869,0.018467869,0.029199334,0.120385185,9.826,47.24,108.5413284,24.842779,96.875
Slovenia,SVN,2024,1803880,High income,High income,-0.004034233,-0.004034233,0.002358523,,10.189,,,25.0066456,96.875
Somalia,SOM,2014,6719620,Sub-Saharan Africa (excluding high income),Low income,0.09905376,,,,26.791,61.98,,,46.875
South Africa,ZAF,2011,36953226,Sub-Saharan Africa (excluding high income),Upper middle income,0.053566701,0.053566701,0.062987182,,13.632,34.73,92.02610779,26.85013502,78.75
South Africa,ZAF,2014,38992463,Sub-Saharan Africa (excluding high income),Upper middle income,-0.000945768,4.41E-05,-0.010240863,0.005220233,13.875,34.3,106.2095795,26.66606521,81.875
South Africa,ZAF,2017,41039555,Sub-Saharan Africa (excluding high income),Upper middle income,-0.015944829,-0.014301071,0.102780745,,13.644,34.18,110.6074905,26.66606521,88.125
South Africa,ZAF,2021,44211052,Sub-Saharan Africa (excluding high income),Upper middle income,-0.016183988,-0.015953521,0.088648521,0.020038627,12.813,33.47,111.0945855,26.76589867,88.125
South Africa,ZAF,2024,46723498,Sub-Saharan Africa (excluding high income),Upper middle income,0.002863281,-0.0279758,-0.030736002,,11.506,,,26.71473038,88.125
South Sudan,SSD,2017,6092487,Sub-Saharan Africa (excluding high income),Low income,,,,,6.244,76.71,,,49.375
South Sudan,SSD,2021,6159568,Sub-Saharan Africa (excluding high income),Low income,,,,,4.4,74.45,,,67.5
Spain,ESP,2011,39626900,High income,High income,0.035434492,0.035434492,0.134787458,0.054219215,14.43,58.75,127.101059,28.02979724,97.5
Spain,ESP,2014,39593406,High income,High income,0.000139412,0.000139412,0.074518671,0.057043742,12.493,56.9,125.8475494,27.95310462,97.5
Spain,ESP,2017,39549433,High income,High income,0.042397915,0.042397915,0.102382443,0.077575464,11.828,54.3,121.6958466,27.90865285,97.5
Spain,ESP,2021,40639965,High income,High income,0.016159675,0.016159675,0.091916329,0.034574577,10.347,50.18,121.4949722,28.00945755,97.5
Spain,ESP,2024,41937630,High income,High income,0.011828464,0.011828464,0.027977397,,9.808,,,28.17334541,100
Sri Lanka,LKA,2011,15571720,South Asia (excluding high income),Lower middle income,0.027485671,0.027485671,,,39.493,65.71,95.11206055,24.93913877,63.125
Sri Lanka,LKA,2014,15433197,South Asia (excluding high income),Lower middle income,-0.008823203,-0.008823203,0.054265313,,38.473,66.09,96.14116977,25.13640996,63.125
Sri Lanka,LKA,2017,16017388,South Asia (excluding high income),Lower middle income,0.00446522,0.003265058,0.033528181,,37.49,66.34,97.50626353,25.27048218,63.125
Sri Lanka,LKA,2021,16803664,South Asia (excluding high income),Lower middle income,-0.000140551,-0.006585896,0.176048601,-0.007027979,38.812,66.05,91.9800638,25.20690885,63.125
Sri Lanka,LKA,2024,17109247,South Asia (excluding high income),Lower middle income,0.031814457,0.021884932,0.081726734,,38.131,,,25.31801375,65.625
Sudan,SDN,2014,21021157,Sub-Saharan Africa (excluding high income),Low income,0.102406655,0.102406655,0.065841521,,43.274,62.57,40.00651932,24.62557681,29.375
Sweden,SWE,2011,7820937,High income,High income,-0.000428703,-0.000428703,-0.013094375,0.065261467,8.086,55.52,101.5286713,27.07065505,96.875
Sweden,SWE,2014,7971436,High income,High income,-0.000774387,-0.000774387,-0.015559653,0.061204024,7.288,55.45,142.5754395,27.08283971,100
Sweden,SWE,2017,8184039,High income,High income,-0.005187718,-0.005187718,-0.016621567,0.069141805,6.726,55.13,148.5285492,27.0074,100
Sweden,SWE,2021,8517166,High income,High income,-0.00609855,-0.00609855,-0.006627404,0.089632854,6.911,54.29,146.8340454,27.18003549,100
Sweden,SWE,2024,8719085,High income,High income,0.018960147,0.018960147,0.011334605,,6.529,,,27.13672479,100
Switzerland,CHE,2014,6883205,High income,High income,0.026689208,0.026689208,0.044371856,0.093541308,12.226,57.96,,27.31219231,85.625
Switzerland,CHE,2017,7127704,High income,High income,-0.008747367,-0.008747367,-0.012780577,0.095512751,11.841,57.66,102.1392136,27.26717768,85.625
Switzerland,CHE,2021,7337959,High income,High income,0.00982066,0.00982066,-0.007231158,0.089337994,10.421,57.54,101.6870193,27.42645395,85.625
Switzerland,CHE,2024,7553903,High income,High income,0.016190102,0.016190102,-0.01334518,,10.185,,,27.56594912,88.125
Syrian Arab Republic,SYR,2011,14356499,Middle East & North Africa (excluding high income),Low income,0.07178647,0.07178647,,,56.909,57.44,71.85343933,24.93597739,34.375
"Taiwan, China",TWN,2011,19429474,High income,High income,-0.02250003,-0.02250003,-0.062915567,-0.062142012,,,,,85
"Taiwan, China",TWN,2014,19968635,High income,High income,0.018334586,0.018334586,0.094088557,0.005875001,,,,,85
"Taiwan, China",TWN,2017,20340388,High income,High income,0.009331141,0.009331141,-0.093970088,-0.108750315,,,,,91.25
"Taiwan, China",TWN,2021,20568066,High income,High income,0.021740114,0.021740114,-0.00657749,0.031870985,,,,,91.25
"Taiwan, China",TWN,2024,20437095,High income,High income,-0.001382725,-0.001382725,0.028833264,,,,,,91.25
Tajikistan,TJK,2014,5217089,Europe & Central Asia (excluding high income),Lower middle income,0.048046696,0.048046696,,,22.479,67.04,,22.93292451,75.625
Tajikistan,TJK,2017,5649763,Europe & Central Asia (excluding high income),Lower middle income,0.09963012,0.09963012,-0.025022467,,20.16,67.45,,22.74301083,75.625
Tajikistan,TJK,2021,6196225,Europe & Central Asia (excluding high income),Lower middle income,0.001547166,-0.009412922,0.019247252,,19.579,68.29,84.68634631,22.91355591,78.75
Tajikistan,TJK,2024,6596875,Europe & Central Asia (excluding high income),Lower middle income,0.156552362,0.125096432,0.129772801,,19.49,,82.89361279,23.37682997,78.75
Tanzania,TZA,2011,24470055,Sub-Saharan Africa (excluding high income),Lower middle income,0.069708692,0.069708692,0.044112213,,5.667,,,24.2687696,81.25
Tanzania,TZA,2014,26884351,Sub-Saharan Africa (excluding high income),Lower middle income,0.111133425,0.039714091,0.038712812,,7.985,,29.00629997,24.63502334,81.25
Tanzania,TZA,2017,30023264,Sub-Saharan Africa (excluding high income),Lower middle income,0.0940135,0.040769136,0.061089066,,7.507,,26.64235168,24.69873085,81.25
Tanzania,TZA,2021,34527295,Sub-Saharan Africa (excluding high income),Lower middle income,0.13336308,0.157668875,0.115638291,,6.738,,29.2047596,24.98108361,81.25
Tanzania,TZA,2024,38155970,Sub-Saharan Africa (excluding high income),Lower middle income,0.104016151,0.102449385,0.081438426,,7.277,,,25.08992328,81.25
Thailand,THA,2011,54766867,East Asia & Pacific (excluding high income),Upper middle income,0.000625326,0.000625326,-0.034377276,,15.203,58.2,89.53132629,26.6394679,75
Thailand,THA,2014,56707280,East Asia & Pacific (excluding high income),Upper middle income,0.05802622,0.05802622,0.068368815,,17.139,56.51,125.8694534,26.73207902,75
Thailand,THA,2017,58293189,East Asia & Pacific (excluding high income),Upper middle income,0.039112752,0.03178288,0.026625647,,16.828,55.07,86.07043225,26.84575865,75
Thailand,THA,2021,60059109,East Asia & Pacific (excluding high income),Upper middle income,0.059026304,0.042193755,0.105235755,0.133204928,16.071,52.95,88.41769003,26.94980251,78.125
Thailand,THA,2024,60882768,East Asia & Pacific (excluding high income),Upper middle income,-0.017818238,-0.003943093,0.015644045,,15.84,,94.06281444,26.98856705,78.125
Togo,TGO,2011,3932998,Sub-Saharan Africa (excluding high income),Low income,0.01968975,0.01968975,,,5.199,64.55,,22.41381214,69.375
Togo,TGO,2014,4254423,Sub-Saharan Africa (excluding high income),Low income,0.063817452,0.064624418,,,5.092,64.26,,22.57851926,81.875
Togo,TGO,2017,4608431,Sub-Saharan Africa (excluding high income),Low income,0.154562474,0.109380114,0.036374846,,4.665,63.73,51.50557455,22.57759666,84.375
Togo,TGO,2021,5137794,Sub-Saharan Africa (excluding high income),Low income,0.109171183,0.070875757,,,4.048,62.81,56.96212381,22.84459804,84.375
Togo,TGO,2024,5593530,Sub-Saharan Africa (excluding high income),Low income,0.246505003,0.125440683,0.051274924,,4.039,,,23.01839643,97.5
Trinidad and Tobago,TTO,2011,1050120,High income,High income,0.121301813,0.121301813,0.131992323,0.045001335,23.795,45.61,,23.95931367,72.5
Trinidad and Tobago,TTO,2017,1090252,High income,High income,0.146215919,0.146215919,0.185577683,0.051103957,20.311,44.34,,23.89495636,75
Trinidad and Tobago,TTO,2024,1120989,High income,High income,0.025772565,0.025772565,-0.080219994,,16.423,,,23.99772636,75
Tunisia,TUN,2014,8426960,Middle East & North Africa (excluding high income),Lower middle income,0.135478637,0.135634645,0.074156798,,44.515,52.35,,24.64071038,55.625
Tunisia,TUN,2017,8662597,Middle East & North Africa (excluding high income),Lower middle income,0.173676917,0.175450757,0.134445474,,42.868,52.83,,24.46482148,55.625
Tunisia,TUN,2021,8970562,Middle East & North Africa (excluding high income),Lower middle income,0.163922101,0.145012824,0.126237857,,39.134,52.91,,24.5749704,64.375
Tunisia,TUN,2024,9219268,Middle East & North Africa (excluding high income),Lower middle income,0.229591009,0.231693954,0.211133932,,38.705,,,24.70126362,64.375
Turkiye,TUR,2011,54201890,Europe & Central Asia (excluding high income),Upper middle income,0.493768967,0.493768967,0.499040011,0.373779675,42.619,,84.8130188,27.45547654,
Turkiye,TUR,2014,57336171,Europe & Central Asia (excluding high income),Upper middle income,0.246982817,0.247221669,0.30915125,0.214228899,40.88,,105.4643402,27.56808132,
Turkiye,TUR,2017,60604220,Europe & Central Asia (excluding high income),Upper middle income,0.287007404,0.291137191,0.292574271,0.182448967,38.813,,110.9619293,27.47903476,
Turkiye,TUR,2021,64398074,Europe & Central Asia (excluding high income),Upper middle income,0.227985141,0.230042459,0.286135979,0.26661683,37.391,,113.1485214,27.43257018,
Turkiye,TUR,2024,66691005,Europe & Central Asia (excluding high income),Upper middle income,0.199405331,0.200324401,0.208522262,0.283665784,35.06,,,27.90865285,
Turkmenistan,TKM,2017,4458186,Europe & Central Asia (excluding high income),Upper middle income,0.101954453,0.101954453,0.093089047,,-1.824,64.09,,24.35891026,
Uganda,UGA,2011,16363076,Sub-Saharan Africa (excluding high income),Low income,0.107194936,0.107194936,0.06478527,,4.581,60.17,,24.05087858,70
Uganda,UGA,2014,18082753,Sub-Saharan Africa (excluding high income),Low income,0.157223741,0.093440034,0.055496021,,3.208,59.27,,24.20795834,70
Uganda,UGA,2017,20360656,Sub-Saharan Africa (excluding high income),Low income,0.133705837,0.117965565,0.107676086,,5.504,58.64,,24.1489761,70
Uganda,UGA,2021,24351947,Sub-Saharan Africa (excluding high income),Low income,0.018193482,0.02621524,0.029071712,,9.43,57.99,,24.42530307,73.125
Uganda,UGA,2024,27277834,Sub-Saharan Africa (excluding high income),Low income,0.139007704,0.13551654,,,8.886,,,24.70578224,83.75
Ukraine,UKR,2011,39900312,Europe & Central Asia (excluding high income),Lower middle income,0.046701072,0.046701072,0.032037546,0.031433614,10.384,61.94,94.71548605,25.85316455,75.625
Ukraine,UKR,2014,39385204,Europe & Central Asia (excluding high income),Lower middle income,0.023322451,0.023322451,0.050975315,0.045088882,12.335,61.76,97.36146088,25.62110564,78.75
Ukraine,UKR,2017,38655749,Europe & Central Asia (excluding high income),Lower middle income,0.037079107,0.037079107,0.070272634,-0.000222304,14.264,61.42,86.81218579,25.44176471,76.25
Ukraine,UKR,2021,37851388,Europe & Central Asia (excluding high income),Lower middle income,0.063869796,0.063869796,0.088226173,0.106000145,15.091,59.77,85.05080783,26.0215832,79.375
Ukraine,UKR,2024,32338724,Europe & Central Asia (excluding high income),Lower middle income,0.076318252,0.076318252,0.097467259,0.111655771,15.1,,,25.97553926,85
United Arab Emirates,ARE,2011,5710622,High income,High income,0.215677958,0.215677958,0.208495874,0.196355285,47.676,67.5,,26.6121438,26.875
United Arab Emirates,ARE,2014,6398423,High income,High income,0.223013622,0.234364404,0.278552892,0.179342841,44.927,67.46,,26.74913181,26.875
United Arab Emirates,ARE,2017,7433015,High income,High income,0.162554408,0.17664573,0.155603506,0.118732526,41.209,67.38,,26.6919734,26.875
United Arab Emirates,ARE,2021,7842387,High income,High income,-0.012883944,-0.017778112,-0.055848115,0.016442735,39.764,67.36,102.0686313,26.75154436,82.5
United Kingdom,GBR,2011,51619966,High income,High income,-0.0094495,-0.0094495,-0.006739539,0.075219435,12.62,55.37,94.7179718,28.60934724,95
United Kingdom,GBR,2014,52712003,High income,High income,0.005689696,0.005689696,0.024237399,0.063556551,11.56,53.66,131.2891846,28.74943603,95
United Kingdom,GBR,2017,53834160,High income,High income,0.006006499,0.006006499,0.002226375,-0.013066535,10.548,52.16,127.6413269,28.61683791,97.5
United Kingdom,GBR,2021,55029201,High income,High income,-0.002962905,-0.002962905,-0.010163352,-0.039476651,8.096,49.73,115.8200378,28.77524392,97.5
United Kingdom,GBR,2024,56450851,High income,High income,0.00031576,0.00031576,0.006496583,,9.007,,,28.9230048,97.5
United States,USA,2011,248390172,High income,High income,0.079128823,0.079128823,0.120729969,0.11565541,12.576,,,30.37829203,83.75
United States,USA,2014,254715188,High income,High income,-0.024364485,-0.024364485,-0.002656166,-0.028388519,12.557,,97.51304626,30.49892002,83.75
United States,USA,2017,261470917,High income,High income,0.008840939,0.008840939,0.023138021,0.047300251,12.32,,98.69555664,30.60655068,83.75
United States,USA,2021,270549658,High income,High income,-0.037031774,-0.037031774,-0.07380063,-0.021109448,11.727,,101.344368,30.79649616,91.25
United States,USA,2024,275987833,High income,High income,-0.001723589,-0.001723589,0.025831594,,10.859,,,31.00518983,91.25
Uruguay,URY,2011,2578893,High income,High income,-0.006171401,-0.006171401,0.006421504,-0.053963399,19.253,54.06,,24.64211362,83.125
Uruguay,URY,2014,2625287,High income,High income,0.092959451,0.088003517,0.137859799,0.019828295,18.811,53.36,,24.84224101,83.125
Uruguay,URY,2017,2670291,High income,High income,0.069770122,0.069770122,0.090580564,-0.032454472,16.858,52.99,122.7873383,24.89774538,85.625
Uruguay,URY,2021,2725712,High income,High income,-0.03376569,-0.03376569,-0.02301004,-0.02061292,14.315,52.8,127.3904875,24.82985322,88.75
Uruguay,URY,2024,2755004,High income,High income,0.009607378,0.009607378,0.001567087,,13.685,,,25.11723971,88.75
Uzbekistan,UZB,2011,20171292,Europe & Central Asia (excluding high income),Lower middle income,0.025246548,0.025246548,0.012380762,,31.212,70.97,89.21285248,24.82058778,67.5
Uzbekistan,UZB,2014,21374576,Europe & Central Asia (excluding high income),Lower middle income,0.028569312,0.028569312,-0.024922025,,32.39,72.44,91.31877071,25.11580435,64.375
Uzbekistan,UZB,2017,22359293,Europe & Central Asia (excluding high income),Lower middle income,0.023640909,0.023640909,0.042892405,,33.282,74.02,93.55917929,24.96751238,64.375
Uzbekistan,UZB,2021,23599241,Europe & Central Asia (excluding high income),Lower middle income,0.114173068,0.114173068,0.066994731,,33.183,74.81,96.60674271,25.0714779,70.625
Uzbekistan,UZB,2024,24646062,Europe & Central Asia (excluding high income),Lower middle income,-0.021641294,-0.021641294,-0.046945354,,32.858,,96.49391842,25.46819797,82.5
"Venezuela, RB",VEN,2011,20199432,Latin America & Caribbean (excluding high income),Upper middle income,0.169086203,0.169086203,0.179937311,0.10858867,28.432,,85.9672699,26.47900805,82.5
"Venezuela, RB",VEN,2014,21274157,Latin America & Caribbean (excluding high income),Upper middle income,0.078515427,0.074995192,0.078666459,0.043533625,27.453,,94.98358917,26.90120995,82.5
"Venezuela, RB",VEN,2017,22179490,Latin America & Caribbean (excluding high income),Upper middle income,0.072679332,0.06692104,0.045599358,0.122276391,28.031,,87.93447876,,85
"Venezuela, RB",VEN,2021,20527738,Latin America & Caribbean (excluding high income),Upper middle income,0.09395901,0.089407203,0.102617878,0.088559526,24.579,,,,85
"Venezuela, RB",VEN,2024,20899114,Latin America & Caribbean (excluding high income),Upper middle income,-0.007732971,-0.011082856,0.042316346,0.067691991,30.662,,102.2485809,,85
Viet Nam,VNM,2011,65955596,East Asia & Pacific (excluding high income),Lower middle income,0.050953007,0.050953007,0.027057111,,9.5,68.22,,25.87655743,70
Viet Nam,VNM,2014,68893679,East Asia & Pacific (excluding high income),Lower middle income,-0.02212879,-0.020436966,-0.044062828,,9.5,70.38,,26.17430429,79.375
Viet Nam,VNM,2017,71315938,East Asia & Pacific (excluding high income),Lower middle income,0.007853986,0.011882228,-0.012729046,,9.5,72.11,87.63047734,26.36162051,81.875
Viet Nam,VNM,2021,74158712,East Asia & Pacific (excluding high income),Lower middle income,0.071744605,0.074146748,0.06895146,,9.5,72.82,90.30806385,26.62589917,85
Viet Nam,VNM,2024,76663207,East Asia & Pacific (excluding high income),Lower middle income,0.013649159,0.008953999,0.023860372,,9.5,,,26.88868369,88.125
West Bank and Gaza,PSE,2011,2199701,Middle East & North Africa (excluding high income),Lower middle income,0.184798994,0.184798994,0.113494755,,52.123,,90.47890977,23.13793777,26.25
West Bank and Gaza,PSE,2014,2416583,Middle East & North Africa (excluding high income),Lower middle income,0.061226912,0.061226912,0.086379963,,51.903,,89.24063358,23.36158718,26.25
West Bank and Gaza,PSE,2017,2625785,Middle East & North Africa (excluding high income),Lower middle income,0.185252294,0.185252294,0.135068773,,53.632,,91.15147479,23.50382273,26.25
West Bank and Gaza,PSE,2021,2915259,Middle East & North Africa (excluding high income),Lower middle income,0.155105397,0.154402147,0.148688766,,52.67,,92.97052449,23.61967489,26.25
West Bank and Gaza,PSE,2024,3183655,Middle East & North Africa (excluding high income),Lower middle income,0.23446915,0.23337743,0.226752699,,53.2,,,23.34147156,26.25
"Yemen, Rep.",YEM,2014,16904246,Middle East & North Africa (excluding high income),Low income,,,,,61.437,,,24.48976781,26.875
"Yemen, Rep.",YEM,2021,21192335,Middle East & North Africa (excluding high income),Low income,0.129088709,0.129088709,,,54.49,,,,26.875
Zambia,ZMB,2011,7506102,Sub-Saharan Africa (excluding high income),Low income,-0.039444619,-0.039444619,-0.017441422,,15.307,58.8,,23.87854202,60.625
Zambia,ZMB,2014,8358295,Sub-Saharan Africa (excluding high income),Low income,0.04887316,0.032409581,0.013586064,,14.541,57.5,,24.0243122,63.125
Zambia,ZMB,2017,9326870,Sub-Saharan Africa (excluding high income),Low income,0.114020468,0.148250416,0.118711408,,13.359,56.19,,23.97648903,78.75
Zambia,ZMB,2021,10800121,Sub-Saharan Africa (excluding high income),Low income,0.075005453,0.051970385,0.040705879,,12.187,54.31,,23.8186813,81.25
Zambia,ZMB,2024,12029200,Sub-Saharan Africa (excluding high income),Low income,0.052893598,0.103578603,0.082348312,,11.205,,59.07077026,23.99381435,81.25
Zimbabwe,ZWE,2011,7608011,Sub-Saharan Africa (excluding high income),Lower middle income,0.054211638,0.054211638,0.048174562,,12.175,63.04,,23.36956836,86.875
Zimbabwe,ZWE,2014,7862617,Sub-Saharan Africa (excluding high income),Lower middle income,0.069741851,0.037905402,0.043960322,,12.821,62.98,,23.69345194,86.875
Zimbabwe,ZWE,2017,8235262,Sub-Saharan Africa (excluding high income),Lower middle income,0.075625738,0.10110623,0.106564616,,12.067,62.46,,24.65655562,86.875
Zimbabwe,ZWE,2021,8977056,Sub-Saharan Africa (excluding high income),Lower middle income,0.11886444,0.110172234,0.057256388,,11.595,62.22,,24.02797096,86.875
Zimbabwe,ZWE,2024,9588258,Sub-Saharan Africa (excluding high income),Lower middle income,0.054073188,0.054395521,0.058046984,,11.601,,,24.51171241,86.875
